walking profile, minimum value, maximum value, mean, standard deviation, mean time (s)
average_adult,59.5458,60.067699999999995,59.847967,0.11140256970269379,23.444189146399996
elderly,51.3296,51.89999999999999,51.682296,0.09038689446434724,17.07660562131999
athlete,65.22240000000001,65.7413,65.48102,0.1030527500502985,31.261632969520015
