walking profile, minimum value, maximum value, mean, standard deviation, mean time (s)
average_adult,45.7547,48.20739999999999,46.872023,0.491015907260476,19.317438977629998
elderly,36.6348,37.550700000000006,37.202639,0.16911012005808765,14.56878286552
athlete,52.51599999999999,56.0085,54.410473,0.6926447143916911,24.920906585070014
