walking profile, minimum value, maximum value, mean, standard deviation, mean time (s)
average_adult,44.214299999999994,50.1841,46.912151,1.282173626221024,17.297971315570006
elderly,38.7333,43.83800000000001,41.523282,1.0472606822765875,13.667826453470003
athlete,48.4094,53.5094,51.374444,1.1852264022156649,21.62712114147
