walking profile, minimum value, maximum value, mean, standard deviation, mean time (s)
average_adult,53.9672,54.91099999999999,54.397473,0.21443567557802928,58.45238081839
elderly,45.0102,45.659099999999995,45.387744,0.13367818307526094,39.77873620623001
athlete,62.9953,63.757000000000005,63.402114,0.15039624096688653,86.36424524280007
