walking profile, minimum value, maximum value, mean, standard deviation, mean time (s)
average_adult,60.37479999999999,60.5374,60.455122,0.03252822730671286,74.58793503269003
elderly,52.18470000000001,52.3305,52.273515,0.027991861641945656,48.29776378016002
athlete,66.0796,66.27590000000001,66.187541,0.043643491641093476,107.65820159441004
