walking profile, minimum value, maximum value, mean, standard deviation, mean time (s)
average_adult,47.9452,52.500699999999995,50.165933,1.2324756016643807,56.59695301996001
elderly,41.626599999999996,46.7863,45.026415,0.8551315740660301,38.259403367219996
athlete,51.2017,56.640400000000014,53.713911,1.0401078848369532,81.55535563537997
